# Data © OpenStreetMap contributors (ODbL) — https://www.openstreetmap.org/copyright
name,phone,email,address,website,latitude,longitude,source,phone_via
Smilee Dental,+61399575111,,"276, Smith Street, Collingwood, 3066",http://smileedental.com.au,-37.801058,144.9840333,openstreetmap,
South Melbourne Smiles,+61396900999,,"355, Clarendon Street",,-37.835479,144.96195,openstreetmap,
Toorak Village Dental Care,+61398275633,,"137, Canturbury Road",,-37.842366,145.010467,openstreetmap,
Tribeca Dental,+61394182255,,,,-37.810102,144.9851954,openstreetmap,
Wallan Dental,+61357833344,,"97, Stanley Street",,-37.411271,144.976137,openstreetmap,
Were Street Dentists,+61394322388,,"28, Were Street",,-37.7166526,145.1213242,openstreetmap,
Wonder Smiles,+61393492591,,"409, Nicholson Street, Carlton North, 3054",https://www.wondersmiles.com.au/,-37.7903459,144.9759751,openstreetmap,
Adam Dental,,,,http://adamdental.com/,-37.8885788,145.1351297,openstreetmap,
All Day Everyday Dental,,,"11, Melville Road",,-37.7667144,144.9430512,openstreetmap,
Ashburton Family Dental,,,"301, High Street, Ashburton, 3147",,-37.8635275,145.0819996,openstreetmap,
Bayside Family Dentistry,,,"10, East Concourse, Beaumaris, 3193",,-37.9865744,145.0346326,openstreetmap,
Boroondara Family Dentist,,,"Balwyn Road, Balwyn North, Melbourne, Victoria, 3104",,-37.7871123,145.0861247,photon,
Bupa Dental,,,"473, Bourke Street",,-37.8154,144.959895,openstreetmap,
Chadstone Dentist,,,"Dandenong Road, Hughesdale, Melbourne, Victoria, 3166",,-37.8894979,145.0815443,photon,
Dentist,,,"Ryan Street 66, Footscray, Melbourne, Victoria, 3011",,-37.798474,144.901403,photon,
Dentist,,,"Nicholson Street 32C, Footscray, Melbourne, Victoria, 3011",,-37.799671,144.900861,photon,
Dentist Malvern East,,,"Princes Highway 943, Malvern East, Melbourne, Victoria, 3145",,-37.8782438,145.0480423,photon,
Dentist on Warrigal,,,"Centre Dandenong Road 149, Cheltenham, Melbourne, Victoria, 3192",,-37.9673578,145.0739209,photon,
Dentist On Waverley,,,"Waverley Road, Glen Waverley, Melbourne, Victoria, 3150",,-37.8910507,145.1862761,photon,
Dentists of Greensborough,,,"Main Street, Greensborough, Melbourne, Victoria, 3088",,-37.7042406,145.1034156,photon,
Dentists of Hawthorn,,,"Burwood Road 330, Glenferrie, Hawthorn, Melbourne, Victoria, 3122",,-37.822678,145.0346586,photon,
Dentists Of Ivanhoe,,,"Seddon Street 8, Ivanhoe, Melbourne, Victoria, 3079",,-37.7687669,145.0440416,photon,
Embrace A Smile Orthodontics,,,"1, Springwood Avenue, 3805",,-38.0212843,145.2989447,openstreetmap,
Gorgeous Smiles Dentistry,,,"95, Bourke Street, 3000",,-37.8122732,144.970382,openstreetmap,
Heidelberg Dentist,,,"Rosanna Road 34, Heidelberg, Melbourne, Victoria, 3084",,-37.7543864,145.0702901,photon,
Holistic Dental,,,,,-37.7669785,144.943017,openstreetmap,
Stanley St Dentist,,,"Stanley Street, Collingwood, Melbourne, Victoria, 3066",,-37.8021233,144.9860966,photon,
Star Smiles Dental Centre,,,"8, Magid Avenue",https://www.starsmiles.com.au/,-37.9069973,145.1617033,openstreetmap,
Supreme Dental Care,,,,,-37.8918208,145.1451228,openstreetmap,
The Dentist,,,"Waverley Road 270, Malvern East, Melbourne, Victoria, 3145",,-37.8772783,145.0570232,photon,
The Northside Dentist,,,"High Street 633, Thornbury, Melbourne, Victoria, 3071",,-37.7616963,144.99978,photon,
The Richmond Dentist,,info@therichmonddentist.com.au,"Dyer Street 5, Jacques Richmond, Richmond, Melbourne, Victoria, 3121",http://www.therichmonddentist.com.au/,-37.8173067,145.0033023,photon,
Wattle Park Dentist,,,"Roversdale 1107, Surrey Hills, Melbourne, Victoria, 3127",,-37.8374662,145.1103121,photon,
Yaas Dental Care,,,"407, Princes Highway, 3805",,-38.0214382,145.2991707,openstreetmap,
