name,phone,address,website,latitude,longitude,source,phone_via
Diana’s Food & Restaurant,,"North Francisco Avenue 1000, West Town, Chicago, Illinois, 60622",,41.899387,-87.6995161,photon,
Doña Torta Restaurant,,"West 26th Street 3331, Little Village, South Lawndale, West Chicago Township, Illinois, 60623",,41.8442307,-87.7088776,photon,
El Berrinches Restaurant,,"South Ashland Avenue 1807, Pilsen, Lower West Side, Chicago, Illinois, 60608",,41.8574841,-87.6659355,photon,
El Hefe Mexican Restaurant,,"West Hubbard Street 15, River North, Near North Side, Chicago, Illinois, 60654",http://elhefechicago.com/,41.8898872,-87.6286387,photon,
EuroAsia Restaurant,,"West Oak Street 351, River North, Near North Side, Chicago, Illinois, 60610",,41.9003849,-87.6376591,photon,
Fiesta Tapatia Restaurant,,"West Cermak Road 2752, Marshall Square, South Lawndale, Chicago, Illinois, 60608",,41.8520598,-87.6950991,photon,
Fullerton Restaurant,,"West Fullerton Avenue 2400, Logan Square, Chicago, Illinois, 60647",,41.9250761,-87.6878723,photon,
Golden Bull Restaurant,,"West Cermak Road 242, Chinatown, Armour Square, Chicago, Illinois, 60616",,41.8530203,-87.6334811,photon,
HuaFeng Restaurant,,"West 24th Street 208, Chinatown, Armour Square, Chicago, Illinois, 60616",,41.8493041,-87.6323741,photon,
Huaraches Mexican Restaurant,,"North Damen Avenue 2009, Bucktown, Chicago, Illinois, 60647",,41.9181079,-87.677445,photon,
Huck Finn Restaurant,,"South Archer Avenue 3414, Ducktown, McKinley Park, Chicago, Illinois, 60608",,41.8319004,-87.6758289,photon,
JM Seafood Restaurant,,"South Halsted Street 3312, Bridgeport, Chicago, Illinois, 60608",,41.8343927,-87.6463394,photon,
Ken Kee Restaurant,,"South China Place 2129, Chinatown Square, Armour Square, Chicago, Illinois, 60616",,41.8543426,-87.6332809,photon,
Lalo's Mexican Restaurant,,"West Maxwell Street 733, University Village, Near West Side, Chicago, Illinois, 60607",,41.8646278,-87.6464068,photon,
Lou Mitchell's Restaurant,,"West Jackson Boulevard 565, West Loop Gate, Near West Side, Chicago, Illinois, 60661",http://www.loumitchellsrestaurant.com/,41.877824,-87.6421358,photon,
Mogadishu Restaurant,,"North Orleans Street 931, River North, Near North Side, Chicago, Illinois, 60610",,41.8998396,-87.63707,photon,
Monteverde Restaurant & Pastificio,,"West Madison Street 1020, Greektown, Near West Side, Chicago, Illinois, 60607",,41.881958,-87.6530228,photon,
New China Restaurant,,"West Division Street 2438, Wicker Park, West Town, Chicago, Illinois, 60622",,41.9032544,-87.6886209,photon,
Nia Restaurant and Wine Bar,,"West Randolph Street 803, Fulton Market District, Near West Side, Chicago, Illinois, 60607",,41.8841156,-87.6476911,photon,
Opart Thai House Restaurant,,"West Chicago Avenue, Noble Square, West Town, West Chicago Township, Illinois, 60622",,41.8962244,-87.6668569,photon,
Pars Cove Restaurant,,"West Diversey Parkway 435, Lake View, Chicago, Illinois, 60614",,41.9325966,-87.6408545,photon,
Pearl's Place Restaurant,,"South Michigan Avenue 3901, Grand Boulevard, Chicago, Illinois, 60653",,41.82361,-87.6228545,photon,
Restaurant Ecuador,,"West Diversey Avenue, Maplewood, Logan Square, West Chicago Township, Illinois, 60647",,41.9319622,-87.701037,photon,
Restaurant Los Molcajetes,,"West Montrose Avenue 3532, Albany Park, Jefferson Township, Illinois, 60618",,41.9612116,-87.7169755,photon,
Restaurant y Taqueria Jerez,,"West Lake Street 2216, Melrose Park, Illinois, 60160",,41.8940703,-87.8605574,photon,
Restaurante Cocula,,"South Pulaski Road 5241, Elsdon, West Elsdon, Lake Township, Illinois, 60632",,41.7973902,-87.7227362,photon,
Roy's Restaurant,,"North State Street 720, River North, Near North Side, Chicago, Illinois, 60654",,41.8955249,-87.6286917,photon,
Silver Spoon Thai Restaurant,,"North Rush Street 710, River North, Near North Side, Chicago, Illinois, 60611",,41.8954146,-87.6256607,photon,
Su Casa Mexican Restaurant,,"East Ontario Street 49, River North, Near North Side, Chicago, Illinois, 60611",,41.893098,-87.626223,photon,
Tasty Asian Restaurant,,"North Broadway 3500, Northalsted, Lake View, Chicago, Illinois, 60657",,41.9455874,-87.6463743,photon,
The Chicago Firehouse Restaurant,,"South Michigan Avenue 1401, Central Station, Near South Side, Chicago, Illinois, 60605",https://www.chicagofirehouse.com/,41.8639622,-87.6236971,photon,
The Lakefront Restaurant,,"North Lake Shore Drive 2401, Park West, Chicago, Illinois, 60614",,41.9268647,-87.6304239,photon,
Triple Crown Restaurant,,"South Wentworth Avenue 2217, Chinatown, Armour Square, Chicago, Illinois, 60616",,41.8524362,-87.6318723,photon,
Twin Anchors Restaurant & Tavern,,"North Sedgwick Street 1655, Old Town Triangle, Lincoln Park, Chicago, Illinois, 60614",,41.9127223,-87.638378,photon,
Wilde Bar & Restaurant,,"North Broadway 3130, Lakeview East, Lake View, Chicago, Illinois, 60657",,41.9386347,-87.644818,photon,
Zeus Restaurant,,"West Jackson Boulevard 806, Greektown, Near West Side, Chicago, Illinois, 60607",,41.8780678,-87.647571,photon,
