name,phone,address,website,latitude,longitude,source,phone_via
Hotel Segantii,,"Empress Drive 14, Knowle, Blackpool, England, FY2 9SE",,53.8362691,-3.0531166,photon,
Hotel Sheraton,,"Queens Promenade 54-62, Knowle, Blackpool, England, FY2 9RP",,53.8383768,-3.0540309,photon,
Hotel Skye,,"New South Promenade 571-3, Squires Gate, Blackpool, England, FY4 1NG",,53.7866655,-3.0576522,photon,
Hotel St Pierre,,"Barnsley Road 833, Crigglestone, Wakefield, England, WF2 6QG",,53.6346916,-1.5028677,photon,
Hotel Van Dyk,,"Worksop Road, Whitwell, Bolsover, England, S43 4TB",,53.2886436,-1.2543392,photon,
Ibis Hotel Manchester City Centre,,"Portland Street 96, Chinatown, City Centre, Manchester, England, M1 4GX",,53.4773839,-2.2406635,photon,
Ibis Styles - Manchester Portland Hotel,,"Portland Street 3-5, Piccadilly, City Centre, Manchester, England, M1 6DP",,53.4802907,-2.2353564,photon,
Leonardo Hotel Manchester Piccadilly,,"Epworth Street, Piccadilly, City Centre, Manchester, England, M4 7BT",,53.4788511,-2.2224487,photon,
Leven Hotel,,"Chorlton Street 40, Gay Village, City Centre, Manchester, England, M1 3HW",,53.4775275,-2.2363884,photon,
Maldron Hotel Manchester City Centre,,"Charles Street 60, Petersfield, City Centre, Manchester, England, M1 7DF",https://www.maldronhotelmanchestercitycentre.com/,53.473776,-2.2394321,photon,
Manchester Marriott Hotel Piccadilly,,"London Road 91, City Centre, Manchester, England, M1 2PG",https://www.marriott.com/en-gb/hotels/manmp-manchester-marriott-hotel-piccadilly/overview/,53.4751039,-2.2295986,photon,
Manchester South Hotel,,"Wilmslow Road 340, Ladybarn, Fallowfield, Manchester, England, M14 6AF",,53.4397251,-2.2207992,photon,
Midland Hotel,,"Peter Street 16, Civic Quarter, City Centre, Manchester, England, M60 2DS",,53.4772184,-2.2453251,photon,
Mollie's Hotel,,"Atherton Street, Castlefield, City Centre, Manchester, England, M3 3GS",,53.4788274,-2.2545346,photon,
Mottram Hall Hotel,,"Wilmslow Road, Mottram St. Andrew, Mottram St Andrew, England, SK10 4QT",,53.3115846,-2.1734087,photon,
North Stafford Hotel,,"Station Road, Shelton, Stoke-on-Trent, England, ST4 2AE",,53.008453,-2.179945,photon,
Old Hall Hotel,,"The Square, Fairfield, High Peak, England, SK17 6BD",,53.2582403,-1.9154436,photon,
Park Crescent Hotel,,"Park Crescent 13, Victoria Park, Rusholme, Manchester, England, M14 5RE",,53.4543465,-2.2216793,photon,
The Castlefield Hotel,,"Liverpool Road, Castlefield, City Centre, Manchester, England, M3 4JR",,53.4767177,-2.2566266,photon,
The Lowry Hotel,,"Dearmans Place 50, Trinity, Lower Broughton, Salford, England, M3 5LH",,53.4832283,-2.2506165,photon,
The Met Hotel,,"King Street, Arena Quarter, Woodhouse, Leeds, England, LS1 2HQ",,53.7966493,-1.5500064,photon,
The Rem Hotel,,"Sackville Street 33, Gay Village, City Centre, Manchester, England, M1 3LZ",,53.4770874,-2.2369887,photon,
Townhouse Hotel Manchester,,"Portland Street 101, Gay Village, City Centre, Manchester, England, M1 6DF",,53.4774625,-2.2397106,photon,
Velvet Hotel,,"Canal Street 2, Gay Village, City Centre, Manchester, England, M1 3HE",,53.4780645,-2.235429,photon,
Victoria Park Hotel,,"Park Crescent, Victoria Park, Rusholme, Manchester, England, M14 5RE",,53.4532636,-2.2223347,photon,
Villé Hotel,,"Canal Street 36-42, Gay Village, City Centre, Manchester, England, M1 3WD",,53.4768169,-2.2374167,photon,
