name,phone,email,address,website,latitude,longitude,source,phone_via
El Patio Restaurant – Bar Habana – La Terraza Rooftop,,,"Washington Avenue 660, South Beach, Miami Beach, Florida, 33139",,25.7765254,-80.1342119,photon,
El Pub Restaurant,,,"Southwest 8th Street 1548, Latin Quarter, Miami, Florida, 33135",https://www.elpubrestaurant.com/,25.7655457,-80.2203889,photon,
Hillstone Restaurant,,,"Miracle Mile 201, Miracle Mile, Coral Gables, Florida, 33134",,25.7497841,-80.2588495,photon,
Jaguar Restaurant,,,"Grand Avenue 3067, Ocean View Heights, Miami, Florida, 33133",,25.7283417,-80.2428212,photon,
Kantina Restaurant,,,"Ocean Drive 826, South Beach, Miami Beach, Florida, 33139",,25.7785189,-80.1312015,photon,
Ku Va Restaurant,,,"Arrivals, Florida, 33266",,25.7974964,-80.2745568,photon,
La Casita Restaurant,,,"Southwest 8th Street 3805, Coral Gables, Florida, 33134",,25.7647605,-80.2574504,photon,
Lola Restaurant & Grill,,,"Lincoln Road 1223, Miami Beach, Florida, 33139",,25.7905792,-80.1417865,photon,
Luis Galindo Latin America Restaurant,,,"Southwest 9th Street, West Miami, Florida, 33126",,25.7629767,-80.2880301,photon,
Madrid Restaurant,,,"Northwest 42nd Avenue 545, Miami, Florida, 33126",,25.7775718,-80.2637123,photon,
Mai-Kai Restaurant and Polynesian Show,,,"North Federal Highway 3599, Fort Lauderdale, Florida, 33308",,26.1724697,-80.1198926,photon,
Marabu Restaurant,,,"South Miami Avenue 701, Torch of Friendship, Miami, Florida, 33131",https://www.maraburestaurant.com/,25.7668453,-80.193927,photon,
MLK(My Little Kitchen) Restaurant,,,"Northwest 17th Avenue 5931, Liberty Square, Miami, Florida, 33142",,25.8301026,-80.2245287,photon,
Monalisa Pizzeria Italian Restaurant,,,"Southwest 8th Street, Coral Gables, Florida, 33134",,25.7643636,-80.2726987,photon,
Motek - Mediterranean Cafe & Restaurant,,,"NE 1st St 36, Downtown Miami, Torch of Friendship, Miami, Florida, 33131",https://motekcafe.com/,25.7749083,-80.1928576,photon,
Naomi’s Garden Restaurant & Lounge,,,"Northwest 71st Street 650, Edison Center, Miami, Florida, 33150",,25.8395758,-80.2079251,photon,
Palm Tree Club Restaurant,,,"John F. Kennedy Causeway 1819, North Bay Village, Florida, 33141",,25.8495245,-80.148635,photon,
Panorama Restaurant & Sky Lounge,,,"McFarlane Road, Miami, Florida, 33133",,25.7276463,-80.241296,photon,
Porto Alegre Restaurant,,,"East 8th Avenue 795, Sun-Tan Village, Hialeah, Florida, 33010",,25.8295204,-80.2651687,photon,
Porto Cervo Restaurant,,,"Fisher Island Drive, Florida, 33109",,25.7622931,-80.1435614,photon,
Puerto Sagua Restaurant,,,"Collins Avenue 700, South Beach, Miami Beach, Florida, 33139",,25.7770988,-80.1326487,photon,
Red Carpet Italian Restaurant,,,"Southwest 8th Street 3438, Silver Court Trailer Park, Miami, Florida, 33135",,25.7644406,-80.251373,photon,
Restaurante Brasil,,,"West Sample Road 824, Bonnie Lock, Deerfield Beach, Florida, 33064",,26.276069,-80.1353862,photon,
Rincon Criollo Restaurant,,,"Northwest 39th Avenue 2601, Fronton Trailer Park, Florida, 33142",,25.7998948,-80.2597913,photon,
Sawaddee Thai & Sushi Restaurant,,,"Bay Drive 6968, Isle of Normandy, Miami Beach, Florida, 33141",,25.8554771,-80.1278229,photon,
Shelter Restaurant - Miami,,,"Northeast 27th Street 10, Edgewater, Miami, Florida, 33137",,25.8022822,-80.1943347,photon,
Sumak Restaurant,,,"71st Street 908, Atlantic Heights, Miami Beach, Florida, 33141",,25.8556085,-80.1280911,photon,
Sushi by Scratch Restaurant,,,"Main Highway 3540, Miami, Florida, 33133",,25.7250151,-80.2452677,photon,
Suvi Thai & Sushi Restaurant,,,"Northwest 36th Street 5683, Miami Springs, Florida, 33166",,25.8079402,-80.2884923,photon,
Versailles Restaurant,,,"Southwest 8th Street 3555, Silver Court Trailer Park, Miami, Florida, 33135",,25.7649886,-80.2527677,photon,
