name,phone,email,address,website,latitude,longitude,source,phone_via
Dentist,,,"West Foothill Boulevard 941, Rialto, California, 92376",,34.1059266,-117.388639,photon,
Dentistry,,,"Seal Beach Boulevard, Seal Beach, California, 90720",,33.781657,-118.0698872,photon,
Dentistry,,,"East Carleton Avenue, Orange, California, 92867",,33.8102431,-117.839902,photon,
Dentistry,,,"Callen's Common, Santa Ana, California, 92799",,33.697297,-117.887523,photon,
Dentistry 4 Kids,,,"State Street, Corona, California, 92877",,33.8432474,-117.5323381,photon,
Dentistry 4 Kids,,,"Tyler Street, La Sierra, Riverside, California, 92505",,33.912926,-117.4617854,photon,
Dentistry 4 Kids,,,"Marygold Avenue 16946, Fontana, California, 92335",,34.0743317,-117.4347615,photon,
Dentistry Bliss,,,"Irvine Boulevard 6332, Woodbury, Irvine, California, 92620",,33.6962232,-117.7408379,photon,
Dentistry of Newport Beach,,,"Superior Avenue 320, Superior Heights, Newport Beach, California, 92663",,33.6263193,-117.9328715,photon,
Dentists of Chino Preserve,,,"Market Street, Chino, California, 91708",,33.9575063,-117.6209115,photon,
Dentists of Fontana,,,"South Highland Avenue 16944, Walnut Village, Fontana, California, 92336",,34.1348912,-117.4349928,photon,
Dentists of Pasadena on Lake,,,"South Lake Avenue 240, South Lake Ave, Pasadena Council District 7, Pasadena, California, 91101",,34.141711,-118.1320868,photon,
Dentists of South Bay,,,"Marion Avenue, Torrance, California, 90505",,33.8132235,-118.3672886,photon,
Dr López Dentist,,,"North Broadway, Lincoln Heights, Los Angeles, California, 90031",,34.0735198,-118.2137205,photon,
Enhance Dentist,,,"Lowell Avenue, Highway Highlands, Glendale, California, 91042",,34.2406514,-118.2657651,photon,
Family Dentist,,,"West Rosecrans Avenue 3929, Hawthorne, California, 90250",,33.9022506,-118.3425104,photon,
Frankel Group Dentistry,,,"Venice Boulevard 9201, Palms, Los Angeles, California, 90034",,34.0266352,-118.3939751,photon,
Guess;Rifkin Raanan Beverly Hills Cosmetic Dentistry,,,"North Rodeo Drive;North Camden Drive 414, Golden Triange, Beverly Hills, California, 90210",,34.0693333,-118.403372,photon,
Hollywood Family Dentistry,,,"Santa Monica Boulevard 8205, West Hollywood, California, 90046",,34.0910115,-118.3678496,photon,
"Justin H Liao DDS, Family and Cosmetic Dentistry",,,"West Las Tunas Drive 825, San Gabriel, California, 91776",,34.1027251,-118.1119454,photon,
Le Chic Dentist,,,"Biona Drive, Palms, Los Angeles, California, 90066",,34.0120296,-118.4204137,photon,
MP Bernardo Dentist,,,"West Sunset Boulevard 4331, Sunset Junction, Los Angeles, California, 90029",,34.0955529,-118.2830699,photon,
NH Dentistry Beverly Hills,,,"Wilshire Blvd, Suite 625 8920, Beverly Hills, California, 90211",,34.0666265,-118.3861931,photon,
Nuestra Dentista Familiar,,,"Santa Monica Boulevard 4627, East Hollywood, Los Angeles, California, 90029",,34.0912082,-118.2903708,photon,
Pasadena Dentistry,,,"East Colorado Boulevard 704, Pasadena Playhouse District, Pasadena Council District 3, Pasadena, California, 91101",,34.1456606,-118.135855,photon,
Pediatric Dentist Toni Chen DDS,,,"Huntington Drive 8204, East Pasadena, San Gabriel, California, 91775",,34.1266271,-118.0905738,photon,
Rite Dentist,,,"Magnolia Boulevard 12520, Garnsey, Los Angeles, California, 91607",,34.1646167,-118.4061443,photon,
San Marino Pediatric Dentistry,,,"Huntington Drive 2318, San Marino, California, 91108",,34.1222337,-118.1042999,photon,
Schoenbaum Dentist,,,"Overland Avenue, Culver City, California, 90232",,34.0103818,-118.399461,photon,
Smiles Dentist,,,"Venice Boulevard, Palms, Los Angeles, California, 90232",,34.0153265,-118.4125159,photon,
Thirty-2 Advanced Dentistry,,,"Santa Monica Boulevard 8763, West Hollywood, California, 90069",,34.0867002,-118.3819162,photon,
