# Data © OpenStreetMap contributors (ODbL) — https://www.openstreetmap.org/copyright
name,phone,email,address,website,latitude,longitude,source,phone_via
my dentist,,,"Old Kent Road, South Bermondsey, Peckham, London, England, SE15 1JB",,51.4836277,-0.0649345,photon,
My E20 Dentist,,,"Villiers Gardens 27, Chobham Manor, Stratford, London, England, E20 1GW",,51.5491756,-0.0128564,photon,
New Kings Road Dentist,,,"New King's Road, Wandon Estate, Fulham, London, England, SW6 4SE",,51.4763457,-0.1925778,photon,
NHS Dentist,,,"North End Road 355-357, Walham Green, West Kensington, London, England, SW6 1NW",,51.4843436,-0.2015233,photon,
Sofia House dentist,,,"Seaforth Avenue 129c, West Barnes, London, England, KT3 6JU",,51.3971084,-0.237804,photon,
The Dentist,,,"Putney High Street 130, Putney, London, England, SW15 1RG",,51.4624757,-0.2165583,photon,
The Finchley Dentist,,,"Southern Road 26, Fortis Green, Muswell Hill, London, England, N2 9JG",,51.5881093,-0.1597998,photon,
The Gentle Dentist,,,"Shelton Street 61, St Clement Danes, Covent Garden, London, England, WC2H 9HE",,51.514617,-0.1238312,photon,
The Haringey Dentist,,,"Green Lanes 16, Harringay, London, England, N4 1LA",,51.581198,-0.0992728,photon,
The Holland Park Dentist,,,"Holland Park Avenue 146, Notting Hill, London, England, W11 4UT",,51.5063542,-0.209249,photon,
The Kensington Dentist,,,"Kensington Church Street 117, Kensington, London, England, W8 4BY",,51.5068293,-0.1947377,photon,
The Mindful Dentist,,,"Church Road 73-75, Crystal Palace, London, England, SE19 3AA",,51.4177064,-0.0803953,photon,
The Modern Dentist,,,"Leonard Street 1-3, Finsbury, London, England, EC2A 4AQ",,51.5246731,-0.0871484,photon,
The Richmond Dentist,,,"Water Lane, East Twickenham, St Margarets, London, England, TW9 1TJ",,51.4590007,-0.3078649,photon,
The Wimbledon Dentist,,,"Merton Road, South Wimbledon, Merton, London, England, SW19 1ED",,51.4192439,-0.1935412,photon,
Toothbeary - My Child's Dentist,,,"Richmond Road 358a, East Twickenham, St Margarets, London, England, TW1 2DU",,51.4549882,-0.3109076,photon,
Treehouse Dental,,,,,51.5786023,-0.1240688,openstreetmap,
Yourdental,,,,,51.5424764,-0.1027981,openstreetmap,
