name,phone,email,address,website,latitude,longitude,source,phone_via
Makkah Restaurant,,,"Danforth Avenue, The Pocket, East York, Toronto, Ontario, M4J 3N7",,43.6807215,-79.3366633,photon,
Mimi Vietnamese Restaurant,,,"Gerrard Street East, East Chinatown, Toronto, Ontario, M4M 1Y3",,43.6663285,-79.3491043,photon,
Monkey Sushi Restaurant,,,"Bloor Street West, Annex, Toronto, Ontario, M5S 1X5",,43.6657161,-79.4078813,photon,
National Yacht Club Restaurant,,,"Stadium Road, Fort York, Toronto, Ontario, M5V 1A1",,43.6316849,-79.4022527,photon,
Noce Restaurant & Bar,,,"Queen Street West 875, West Queen West, Toronto, Ontario, M6J 1E7",,43.6455327,-79.4113348,photon,
Omai Restaurant,,,"Baldwin Street 21, Discovery District, Toronto, Ontario, M5T 1L1",https://omairestaurant.ca,43.6559972,-79.3929573,photon,
Pat's Homestyle Jamaican Restaurant,,,"Queen Street West 558, Kensington-Chinatown, Toronto, Ontario, M5V 2B5",,43.6474862,-79.4031939,photon,
Queen Star Restaurant,,,"Queen Street West 1116, West Queen West, Toronto, Ontario, M6J 1H9",,43.6434054,-79.4233092,photon,
Restaurant on the Twenty,,,"Main Street 3845, Jordan, Lincoln, Ontario, L0R 1S0",,43.149443,-79.3701185,photon,
Restaurant Stop,,,"Roncesvalles Avenue 397, High Park, High Park-Swansea, Toronto, Ontario, M6R 2M7",,43.6508431,-79.4506319,photon,
Sang's Great Seafood Restaurant,,,"Spadina Avenue 343, University–Rosedale, Toronto, Ontario, M5T 2G3",,43.6551644,-79.3986346,photon,
Shogun Japanese Restaurant & Sushi Bar,,,"Cumberland Street, Annex, Toronto, Ontario, M5R 1A8",,43.669947,-79.393286,photon,
Sorn Thai Restaurant,,,"Yonge Street 2550, Mount Pleasant East, Toronto, Ontario, M4G 2H9",,43.7133623,-79.3999679,photon,
T.C.J. Restaurant,,,"Queen Street East, Downtown Yonge East, Toronto, Ontario, M5C 1R9",,43.6533839,-79.3753295,photon,
Taki Sushi Japanese Restaurant,,,"Danforth Avenue, Blake-Jones, East York, Toronto, Ontario, M4J 1L2",,43.6789069,-79.34414,photon,
Tavoos Restaurant,,,"College Street 1120, Little Portugal, Toronto, Ontario, M6K 3C7",,43.6525565,-79.4331149,photon,
The Eagle Twins Restaurant,,,"St. Clair Avenue West 954, Corso Italia-Davenport, Toronto, Ontario, M6E 1A3",,43.6796728,-79.4360155,photon,
The Lakeview Restaurant,,,"Dundas Street West 1132, Ossington, Toronto, Ontario, M6J 1X2",,43.64955,-79.4203305,photon,
Tundra Restaurant and Bar,,,"Richmond Street West, Financial District, Toronto, Ontario, M5H 2L2",,43.6500512,-79.3851523,photon,
Uai Pizzeria & Restaurant,,,"St. Clair Avenue West, Corso Italia-Davenport, Toronto, Ontario, M6E 1B9",,43.6772941,-79.4466295,photon,
UFO Restaurant,,,"Niagara Street 241, West Queen West, Toronto, Ontario, M6J 2L5",,43.643955,-79.4088223,photon,
Unique Cafe Restaurant,,,"St. Clair Avenue West, Weston-Pelham Park, Toronto, Ontario, M6N 1H8",,43.6747427,-79.4584144,photon,
Zafoon Middle Eastern Restaurant,,,"College Street 384, Kensington Market, Toronto, Ontario, M5T 1S7",,43.6570871,-79.4054092,photon,
Zin Restaurant,,,"Avenue Road, Annex, Toronto, Ontario, M5R 3R9",,43.6722249,-79.3958771,photon,
Zobel Ethiopian Restaurant,,,"Danforth Avenue, The Pocket, East York, Toronto, Ontario, M4J 1M3",,43.6814642,-79.3332142,photon,
