name,phone,address,website,latitude,longitude,source,phone_via
Emergency Dentist SoHo,,"Renwick Street 22, Hudson Square, Manhattan, New York, 10013",,40.7250001,-74.0083349,photon,
Family & Cosmetic Dentistry,,"Washington Street 710, Hoboken, New Jersey, 07030",,40.7451577,-74.0287521,photon,
Family Dentist,,"East 116th Street 247, East Harlem, Manhattan, New York, 10035",,40.7973261,-73.9381479,photon,
Family Dentist Cosmetic & Implants,,"Clove Road 1313, Sunnyside, Staten Island, New York, 10301",,40.6154501,-74.1023301,photon,
Integrated Aesthetic Dentistry,,"Park Avenue 17, Murray Hill, Manhattan, New York, 10016",,40.7475004,-73.9805498,photon,
Journal Square Dental - Cosmetic & General Dentist,,"Journal Square Plaza 1, Indian Square, Croxton, Jersey City, New Jersey, 07306",,40.7343236,-74.0638143,photon,
Manhattan Periodontics & Implant Dentistry,,"East 60th Street 121, Manhattan Community Board 8, Manhattan, New York, 10065",,40.7632508,-73.9683163,photon,
NYC Dentistry Center,,"East 45th Street 6, Midtown, Manhattan, New York, 10017",,40.7549069,-73.9789233,photon,
NYC Dentistry Center,,"East 45th Street 6 E, Midtown, Manhattan, New York, 10017",,40.7549534,-73.9789034,photon,
NYU Dentistry Brooklyn Patient Care,,"Flatbush Avenue Extension 336, Downtown Brooklyn, Brooklyn, New York, 11201",https://dental.nyu.edu,40.6910779,-73.9827896,photon,
Park Dentistry,,"8th Avenue 55, Park Slope, Brooklyn, New York, 11217",,40.6738574,-73.9724884,photon,
Park North Dentistry,,"8th Avenue 31, Park Slope, Brooklyn, New York, 11217",,40.6744845,-73.9720615,photon,
Park Slope Dentistry,,"President Street 586, Park Slope, Brooklyn, New York, 11215",,40.6765781,-73.9832189,photon,
Park Slope Dentistry,,"7th Avenue 357, Park Slope, Brooklyn, New York, 11215",,40.6659467,-73.9821802,photon,
Park Slope Family Dentistry,,"5th Avenue 245, Park Slope, Brooklyn, New York, 11215",,40.6749068,-73.9813332,photon,
Park South Dentistry,,"Central Park South 30, Manhattan Community Board 5, Manhattan, New York, 10019",,40.764992,-73.9750584,photon,
Premier Dentistry,,"9th Street 328, Park Slope, Brooklyn, New York, 11215",,40.6687579,-73.9858755,photon,
SmileWorks Dentistry & Orthodontics,,"Central Park South 30, Manhattan Community Board 5, Manhattan, New York, 10019",,40.7648562,-73.9750358,photon,
Steinway Natural Dentist,,"Steinway Street 31-49, Queens, New York, 11103",,40.7599976,-73.917929,photon,
