name,phone,email,address,website,latitude,longitude,source,phone_via
Hotel June,,,"Lincoln Boulevard 8639, Westchester, Los Angeles, California, 90045",,33.9587657,-118.4187307,photon,
Hotel Le Reve Pasadena,,,"East Colorado Boulevard, Pasadena Council District 4, Pasadena, California, 91107",,34.1464365,-118.0827141,photon,
Hotel Lexen,,,"Highland Avenue 2018, Whitley Heights Historic District, Hollywood, Los Angeles, California, 90028",,34.1072232,-118.3371012,photon,
Hotel Lexen,,,"5th Street, Newhall, Santa Clarita, California, 91322",,34.377216,-118.5258317,photon,
Hotel Lindy,,,"West 8th Street, Jewelry District, Downtown, Los Angeles, California, 90079",,34.0450285,-118.2562212,photon,
"Hotel Lulu, BW Premier Collection",,,"South Harbor Boulevard 1850, Anaheim Resort District, Anaheim, California, 92802",,33.8017732,-117.9145344,photon,
Hotel Lynwood,,,"Mulford Avenue, Lynwood, California, 90262",,33.9272502,-118.2103392,photon,
Hotel Mai,,,"Long Beach Boulevard 107, Long Beach, California, 90802",,33.7683399,-118.1898534,photon,
Hotel Mariposa,,,"Riverside Drive 12828, Sherman Village, Los Angeles, California, 13359",,34.1573119,-118.4124321,photon,
Hotel Maya - a DoubleTree by Hilton Hotel,,,"Queensway Drive 700, Long Beach, California, 90802",,33.7570859,-118.1986633,photon,
Hotel MdR,,,"Maxella Avenue 13480, Mar Vista, Los Angeles, California, 90292",,33.9849337,-118.4413147,photon,
Hotel Pacific Garden,,,"West 158th Street, Hermosillo, Gardena, California, 90247",,33.8877768,-118.3053045,photon,
Hotel Pacific Manhattan Beach,,,"North Sepulveda Boulevard 850, East Manhattan Beach, Manhattan Beach, California, 90266",,33.8844156,-118.395673,photon,
Hotel Royal,,,"East Broadway 431, Long Beach, California, 90802",,33.7695211,-118.1868897,photon,
Hotel Shangri-La,,,"Ocean Avenue 1301, Downtown Santa Monica, Santa Monica, California, 90401",,34.0154709,-118.4992163,photon,
Hotel Solaire,,,"West 7th Street 1710, Westlake South, Westlake, Los Angeles, California, 90017",,34.0541621,-118.2730548,photon,
"Hotel Solarena, Bw Premier Collection",,,"West Coast Highway 6208, Newport Shores, Balboa Peninsula, Newport Beach, California, 92663",,33.6267787,-117.9492466,photon,
Hotel Ziggy on Sunset,,,"West Sunset Boulevard 8462, Sunset Strip, West Hollywood, California, 90069",,34.0942755,-118.3750581,photon,
Park Plaza Hotel,,,"South Park View Street, Westlake, Los Angeles, California, 90057",,34.0609132,-118.2791448,photon,
Rotex Hotel,,,"West Olympic Boulevard 3411, Koreatown, Los Angeles, California, 90019",https://www.hotelkoxie.com/,34.0529061,-118.3124934,photon,
The Beverly Hills Hotel,,,"Sunset Boulevard 9641, The Flats, Beverly Hills, California, 90210",,34.0817146,-118.4137967,photon,
