name,phone,address,website,latitude,longitude,source,phone_via
Restaurant Deutsche Oper,,"Bismarckstraße 11, Gierkekiez, Charlottenburg, Berlin, 10627",,52.5123835,13.3090901,photon,
Restaurant Dumplings Nian,,"Eisenbahnstraße 4, Reichenberger kiez, Kreuzberg, Berlin, 10997",,52.5018079,13.4321975,photon,
Restaurant Elefant,,"Fuggerstraße 18, Nollendorfkiez, Schöneberg, Berlin, 10777",,52.4990141,13.3453747,photon,
Restaurant Eli,,"Sybelstraße, Witzleben, Charlottenburg, Berlin, 10629",,52.5020264,13.2971451,photon,
Restaurant Frabea,,"Afrikanische Straße 90a, Afrikanisches Viertel, Wedding, Berlin, 13351",,52.552481,13.337254,photon,
Restaurant Freischwimmer,,"Vor dem Schlesischen Tor 2, Kungerkiez, Kreuzberg, Berlin, 10997",,52.4973483,13.4507972,photon,
Restaurant Galija,,"Otto-Suhr-Allee 139, Charlottenburg, Berlin, 10585",,52.5188198,13.3012614,photon,
Restaurant Glühwurm,,"Handjerystraße 77, Wagnerviertel, Friedenau, Berlin, 12159",,52.4713263,13.3332245,photon,
Restaurant Graf,,"Martin-Luther-Straße 8, Nollendorfkiez, Schöneberg, Berlin, 10777",,52.4993449,13.3456981,photon,
Restaurant Grenzfall,,"Bernauer Straße 115-118, Ernst-Reuter-Siedlung, Gesundbrunnen, Berlin, 13355",https://hotel-grenzfall.de/gastronomie/restaurant-terrasse-berlin-mitte/,52.5358692,13.3890182,photon,
Restaurant Hasenheide,,"Jahnstraße, Graefekiez, Kreuzberg, Berlin, 10967",,52.4877929,13.4196583,photon,
Restaurant HOLI's,,"Wönnichstraße 69, Weitlingkiez, Rummelsburg, Berlin, 10317",,52.5043438,13.4971701,photon,
Restaurant im Futurium,,"Alexanderufer 2, Friedrich-Wilhelm-Stadt, Mitte, Berlin, 10117",https://futurium.de/de/restaurant,52.5237013,13.3743059,photon,
Restaurant Kalaja,,"Wildenbruchstraße 89, Weserkiez, Neukölln, Berlin, 12045",,52.4822814,13.4406731,photon,
Restaurant Kochmütze,,"Landsberger Allee 320, Lichtenberg, Berlin, 10365",,52.5334483,13.5074854,photon,
Restaurant Louis,,"Richardplatz 5, Rixdorf, Neukölln, Berlin, 12055",,52.4743381,13.4452803,photon,
Restaurant M,,"Stauffenbergstraße 26, Lützowviertel, Tiergarten, Berlin, 10785",,52.507343,13.3639568,photon,
Restaurant Macionga,,"Xantener Straße 9, Fasanenkiez, Wilmersdorf, Berlin, 10707",,52.4990297,13.3108159,photon,
Restaurant Medusa,,"Perelsplatz 10, Wagnerviertel, Friedenau, Berlin, 12159",,52.4752377,13.332993,photon,
Restaurant Meteora,,"Jacobsohnstraße 23, Gründerviertel, Weißensee, Berlin, 13086",,52.5557801,13.4342268,photon,
Restaurant Mãmây,,"Schönhauser Allee 61, Bremer Höhe, Prenzlauer Berg, Berlin, 10437",,52.5455885,13.4132229,photon,
Restaurant Paracas II,,"Friedrichstrasse 12, Zeitungsviertel, Kreuzberg, Berlin, 10969",https://www.paracas.de/,52.5016407,13.3915274,photon,
Restaurant Patrice,,"Mainzer Straße 17, Rheingauviertel, Wilmersdorf, Berlin, 10715",,52.4800303,13.3267332,photon,
Restaurant Platon,,"Pistoriusstraße 31, Munizipalviertel, Weißensee, Berlin, 13086",,52.553178,13.4485127,photon,
Restaurant Portofino,,"Kantstraße 63, Witzleben, Charlottenburg, Berlin, 10627",,52.5069229,13.3042004,photon,
Restaurant R23,,"Rankestraße 23, City West, Charlottenburg, Berlin, 10789",,52.5013615,13.3328784,photon,
Restaurant Senova,,"Cotheniusstraße 8, Grüne Stadt, Prenzlauer Berg, Berlin, 10407",,52.5286027,13.4491113,photon,
Restaurant Si,,"Fischerhüttenstraße 45, Waldsiedlung Krumme Lanke, Zehlendorf, Berlin, 14163",,52.43863,13.249543,photon,
Restaurant Split,,"Schloßstraße 128, Bismarckviertel, Steglitz, Berlin, 12163",,52.4641831,13.3281418,photon,
Restaurant Split,,"Rixdorfer Straße 89, Mariendorf, Berlin, 12109",,52.4465056,13.40215,photon,
Restaurant Taler,,"Kyffhäuserstraße 14, Winterfeldtkiez, Schöneberg, Berlin, 10781",,52.4921638,13.3515311,photon,
Restaurant Tra Di Noi,,"Lützowplatz 5, Kielgan-Viertel, Tiergarten, Berlin, 10785",,52.5047351,13.3536719,photon,
Restaurant Villa Rixdorf,,"Richardplatz 6, Richardkiez, Neukölln, Berlin, 12055",,52.4742277,13.4447503,photon,
