name,phone,address,website,latitude,longitude,source,phone_via
Hotel Monaco,,"North Wabash Avenue 225, Theatre District, The Loop, Chicago, Illinois, 60601",,41.8864913,-87.6260067,photon,
Hotel Plaza,,"West Clinton Street, Joliet, Illinois, 60432",,41.5267414,-88.0825736,photon,
Hotel Riu Plaza Chicago,,"East Ontario Street 150, Magnificent Mile, Near North Side, Chicago, Illinois, 60611",,41.8936003,-87.6232845,photon,
Hotel Versey,,"West Diversey Parkway 644, Lake View, Chicago, Illinois, 60614",,41.9330553,-87.6455511,photon,
Hotel Zachary,,"North Clark Street 3630, Wrigleyville, Lake View, Chicago, Illinois, 60613",,41.9477152,-87.6572963,photon,
"Inn of Chicago Magnificent Mile, an Ascend Collection hotel",,"East Ohio Street 162, Magnificent Mile, Near North Side, Chicago, Illinois, 60611",,41.8927989,-87.6230275,photon,
InterContinental Chicago Hotel,,"North Michigan Avenue 505, Magnificent Mile, Near North Side, Chicago, Illinois, 60611",,41.8913478,-87.623558,photon,
Ivy Hotel,,"East Ontario Street 233, Streeterville, Near North Side, Chicago, Illinois, 60611",,41.8931561,-87.6213956,photon,
Kinzie Hotel,,"North Dearborn Street 401, River North, Near North Side, Chicago, Illinois, 60654",,41.8895112,-87.6289104,photon,
Marshall Hotel,,"North LaSalle Drive 1232, Gold Coast, Near North Side, Chicago, Illinois, 60610",,41.904891,-87.6334292,photon,
"Radisson Blu Aqua Hotel, Chicago",,"North Columbus Drive 221, New East Side, The Loop, Chicago, Illinois, 60601",,41.8865127,-87.6201484,photon,
Renaissance Chicago Downtown Hotel,,"West Upper Wacker Drive 1, Theatre District, The Loop, Chicago, Illinois, 60601",,41.8862144,-87.628491,photon,
"Staypineapple, An Iconic Hotel, The Loop",,"West Washington Street 1, Theatre District, The Loop, Chicago, Illinois, 60602",,41.8830439,-87.6282334,photon,
The Allegro Royal Sonesta Hotel Chicago Loop,,"West Randolph Street 171, Theatre District, The Loop, Chicago, Illinois, 60601",,41.8841092,-87.6336242,photon,
"The Blackstone, Autograph Collection",,"South Michigan Avenue 636, Printer's Row, The Loop, Chicago, Illinois, 60605",https://www.marriott.com/en-us/hotels/chiab-the-blackstone-autograph-collection/overview/,41.8733563,-87.6247907,photon,
The Buckingham Hotel,,"South Financial Place 425, Financial District, The Loop, Chicago, Illinois, 60605",,41.8758396,-87.6326786,photon,
The Drake Hotel,,"East Walton Place 140, Gold Coast, Near North Side, Chicago, Illinois, 60611",,41.9004207,-87.6234192,photon,
The Kimpton Gray Hotel,,"South LaSalle Street 39, Financial District, The Loop, Chicago, Illinois, 60603",,41.8808506,-87.6317624,photon,
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel",,"West Adams Street 172, Financial District, The Loop, Chicago, Illinois, 60603",,41.8797981,-87.6331433,photon,
The River Hotel,,"East Upper Wacker Drive 75, Theatre District, The Loop, Chicago, Illinois, 60601",,41.8876583,-87.6255595,photon,
The Wit Hotel,,"North State Street 201, Theatre District, The Loop, Chicago, Illinois, 60601",,41.8860994,-87.6276207,photon,
Trump International Hotel & Tower Chicago,,"North Wabash Avenue 401, River North, Near North Side, Chicago, Illinois, 60611",,41.8888632,-87.6264748,photon,
Virgin Hotels Chicago,,"North Wabash Avenue 203, Theatre District, The Loop, Chicago, Illinois, 60601",,41.8861041,-87.6260294,photon,
Warwick Allerton Hotel Chicago,,"North Michigan Avenue 701, Magnificent Mile, Near North Side, Chicago, Illinois, 60611",,41.8952056,-87.6237615,photon,
