name,phone,address,website,latitude,longitude,source,phone_via
Pacific Restaurant,,"North Broadway, New Chinatown, Chinatown, Los Angeles, California, 90086",,34.0638399,-118.237717,photon,
Palermo Italian Restaurant,,"North Vermont Avenue 1858, Los Feliz, Los Angeles, California, 90027",,34.1048398,-118.2916334,photon,
Restaurant at Kellog West,,"Temple Ave 3801, Walnut, California, 91768",,34.0564946,-117.8247601,photon,
Restaurant at The Getty Center,,"West Loop Road, Los Angeles, California, 90049",,34.0778277,-118.475428,photon,
Restaurant: The Window,,"Ocean Front Walk, Venice Canal Historic District, Venice, Los Angeles, California, 90292",,33.9854126,-118.4722873,photon,
Restaurante Don Jose,,"East Chapman Avenue, Hewes Park, Orange, California, 92869",,33.7872892,-117.8123229,photon,
Restaurante Salvadoreño,,"Van Nuys Boulevard 6249, Van Nuys, Los Angeles, California, 91401",,34.1874576,-118.449041,photon,
Restaurante Salvadoreño Usuluteco,,"Lakecreek Court, Tiburon, Riverside, California, 92515",,33.9156239,-117.4870872,photon,
Restaurante Tierra Caliente,,"Division Street 2910, Elysian Valley, Los Angeles, California, 90065",,34.1027076,-118.2357735,photon,
Restaurante y Pupuseria Comalapa #2,,"West Lincoln Avenue 1781, West Anaheim, Anaheim, California, 92802",,33.8329339,-117.9457106,photon,
Roberto's Family Restaurant,,"North Broadway 3112, Lincoln Heights, Los Angeles, California, 90031",,34.0733907,-118.2085619,photon,
Sabor Nicaragüense Restaurant,,"South Western Avenue 1928, Adams-Normandie, Pico-Union, Los Angeles, California, 90018",,34.0389694,-118.3095378,photon,
San Salvador Restaurant,,"South Vermont Avenue 1828, Adams-Normandie, Pico-Union, Los Angeles, California, 90006",,34.0404956,-118.2913988,photon,
Santa Cecilia Restaurant,,"Pleasant Avenue 1707, Boyle Heights, Los Angeles, California, 90033",,34.0475778,-118.2193982,photon,
Smeraldi’s Restaurant,,"South Grand Avenue 506, Jewelry District, Downtown, Los Angeles, California, 90071",,34.0495508,-118.25402,photon,
The Dragon Restaurant,,"South Vermont Avenue, Pico-Union, Los Angeles, California, 90006",,34.0535116,-118.2913684,photon,
The Dresden Restaurant & Lounge,,"North Vermont Avenue 1760, Los Feliz, Los Angeles, California, 90027",,34.103174,-118.2916325,photon,
The Restaurant at The Standard,,"West 6th Street, Jewelry District, Downtown, Los Angeles, California, 90071",,34.05002,-118.2567865,photon,
Vim Thai Restaurant,,"Hollywood Boulevard 5132, Thai Town, Los Angeles, California, 90027",,34.1014896,-118.3017073,photon,
Won Kok Restaurant,,"Alpine Street 210, New Chinatown, Chinatown, Los Angeles, California, 90012",,34.0618561,-118.2375994,photon,
Yong Su San Restaurant,,"South Vermont Avenue, Pico-Union, Los Angeles, California, 90006",,34.0538538,-118.2913537,photon,
